PC1,PC2,cluster
-0.1591204189689478,-0.1454181415694647,6
0.8266324043793578,1.324464344856703,7
0.6640779424973693,0.2800893169654308,4
0.5843824665556158,0.15456218924233173,4
1.1660925686621364,-0.2591813514384088,8
0.5389975102311988,1.0609346231821064,7
-0.14748266473027546,-0.20825780739822464,6
-0.8235278129019129,0.6789987436589382,5
0.3642148489633022,0.05156459167658651,4
-0.29170004987028086,-0.04360824667366169,1
0.9008594817140614,0.42296656860615317,4
0.6640779424973694,0.2800893169654299,4
-0.7658386136323785,0.7161916247200201,5
-0.09392473444399374,-0.6587363697512391,2
0.5843824665556157,0.15456218924233153,4
0.7465463551586998,0.3690373877590958,7
-0.519993273566886,0.10820780377867519,3
0.5080187587681365,1.054718752392316,7
-0.27636793198396425,0.04446240376900154,6
0.6640779424973695,0.28008931696543,4
0.9114288322040419,0.3589662325542052,4
0.5074839612634605,1.0989391447946615,7
-0.5864197328612268,-0.5834319116173567,2
-0.10486651311775412,-0.2668418571288117,6
-0.6753648838168268,-0.5331323062438942,2
0.8825867111937553,0.35409157486498055,4
-0.5693279285512658,-0.5795630982334892,2
-0.1302463898735364,-0.6756562283860063,2
-0.18155441906696526,-0.15607043341507432,6
-0.29571034556520104,-0.03243415161601604,6
-0.7381776358770431,0.6550799747061312,5
0.8784576745139774,-0.5227110731130052,8
1.1351138171990744,-0.26539722222819856,8
0.7509326392281707,1.4546001702413944,7
0.8374804823051792,-0.18988282796820571,0
-0.8522206458244124,0.8445220213309241,5
-0.9791191653592071,0.5772863163816281,3
1.1272824293579908,-0.8698385165246737,0
-0.5926095780416581,0.3240728907073446,1
0.7819328707373808,-0.1982909302460893,0
0.8396171127579544,-0.18854161486764004,0
-0.7016890542826048,0.19868640386503444,1
-0.5544936962363831,0.4722928055219509,1
-0.5774756342424889,-0.27810378930662827,9
-0.572020875992776,-0.20747480071076688,9
-0.07484324885251631,-0.19598089173647348,6
-0.45027001989993737,-0.23953833389723186,9
1.1927980592196483,-0.2556479068497491,8
-0.5328992570270246,0.630058121674585,1
0.8266324043793574,1.3244643448567037,7
0.8616568132001795,1.1919498387380727,7
-0.81884806497426,-0.12858899180029623,3
-0.8167114345214849,-0.12724777869973067,3
-0.7922549598337975,-0.18792092999994725,3
-0.8114835716411392,-0.19411108383018855,3
0.4613105624841431,0.0021882286923124218,4
-0.8028230710115378,-0.11705970252734121,3
-0.7890495715431204,-0.18345879198457785,3
-0.7901176212025992,-0.1826592075161484,3
-0.7933226554040649,-0.185161090839901,3
-0.7867998474948731,-0.11533168671246909,3
-0.7997323697177844,-0.1882046027957897,3
-0.79545928585684,-0.18650230394046668,3
-0.7869138263133739,-0.18701821561305382,3
-0.1708707356692725,-0.1464239858748209,6
0.7059758581965015,-0.27691523936571116,0
0.9281804705045578,0.15757673269440167,4
0.8346969799191131,-0.8770245564000996,0
-0.5564257210120261,0.037243708467873206,3
0.8637934436529546,1.1932910518386384,7
0.9008594817140614,0.4229665686061531,4
-0.053591631321688794,-0.25817579901463455,6
0.7854909976729145,0.4034679378492544,4
-0.8310009737153621,0.7022381271624949,5
0.57667904652529,0.02168685944921108,4
-0.15293671480156537,-0.2749662866108529,6
0.8943357885818412,0.3482365277496798,4
-0.0374216356783713,-0.7149733620759035,2
-0.7125066934924355,0.13312140536972722,5
-0.7103700630396599,0.13446261847029295,5
-0.14961911813844486,-0.20861889315298185,6
-0.421426305488199,-0.22584253009573238,9
0.6994314636281072,0.29528773632869876,7
0.5843824665556157,0.15456218924233153,4
-0.5976906687953509,-0.06758938303833852,1
0.8396171127579544,-0.18854161486764004,0
-0.6437630633572783,0.23119932702713344,5
0.8170710813320984,-0.26009903480994395,0
-0.16339314874067953,-0.1451601857331701,6
0.7445442279159935,-0.20853044033757664,0
-0.29227877008357983,0.10559977074243929,6
-0.5339929602262476,0.04103510889282568,3
0.8266324043793574,1.3244643448567037,7
-0.8046903801360757,0.7072107258129297,5
-0.0886970486082538,-0.7265798022275054,2
0.5266982245350422,0.14481287386388217,4
-0.19200996778305077,-0.021363695808350232,6
1.1048501997060292,-0.8706895349122012,0
0.850186463247935,-0.2525419509195879,0
0.8330727181895601,0.38366136082676994,7
0.8065017308421175,-0.196098698757996,0
-0.1674402224552855,-0.014270827591215346,6
0.5949518170455961,0.09056185319038358,4
-0.8618348632057805,0.8419170080887074,5
0.8106611899737726,-0.26412267411164103,0
-0.5732349022860865,-0.13218304372178832,1
1.0288931871651497,-0.9493138440318232,0
-0.3261433471677218,0.34137394060900983,1
0.8048015069235176,0.6538304830201874,0
0.7854909976729145,0.4034679378492544,4
0.9008594817140614,0.4229665686061531,4
0.850186463247935,-0.2525419509195879,0
-0.37185073120781365,0.4681625085706205,1
-0.19152896967234884,-0.6776471269141576,2
-0.9345917987941552,0.7383510166102062,5
-0.4642288740018805,0.3725871728191612,1
-0.31520209962777856,-0.05346095405084256,1
-0.1612566953325101,-0.14479909997841267,6
-0.8459249103291939,0.7758790043862284,5
-0.8153728242215281,0.7044251696933344,5
1.1336923207163159,-0.8658148772229766,0
1.2012307792568535,-0.32098945600226264,8
-0.3404647210319493,0.015987538901730613,6
0.8203874386829783,-0.20061253277273117,0
0.7648398271151798,-0.2090206350506148,0
0.6416761352972854,-0.6655883247537283,8
-0.8218951009969028,0.6375361476033276,5
-0.12395100846752917,-0.7462595000223183,2
-0.8449696001759751,0.7102537824378724,5
-0.3942863247072841,0.44868907061273516,1
-0.10700296652592342,-0.26720294288356916,6
-0.5165053868913607,-0.28013581266896,9
0.9581531504557312,-0.39718394538990676,8
-0.4502694887661202,-0.23659795185980698,9
-0.6908905068433822,0.28492001703491404,1
-0.48872954509449545,-0.26466029705322247,9
-0.5355752923414568,0.4862215656114086,1
-0.36714243904254645,-0.8931603909647388,9
-0.46091110029415444,0.4399146936228404,1
-0.3877332021144207,-0.02541541587787482,1
-0.8564947919529916,0.8369389584007512,5
-0.4086086473068172,-0.229556779642038,9
-0.4071046910670891,0.4484828107758076,1
-0.44076907315864716,-0.3046993401723666,9
-0.18461657612310428,-0.6386606972227508,2
-0.1717976786294824,-0.6355140553483981,2
-0.1653877872711569,-0.6314904160467012,2
0.6055211675355767,0.026561517138435842,4
0.5928151865928211,0.08922064008981796,4
-0.39255457797266363,-0.7688222724077829,9
-0.3265784820572713,0.014414086924420349,6
-0.8231204406567815,-0.12637078127238613,3
-0.12254190757557647,-0.5369001345180359,2
0.8106611899737726,-0.26412267411164103,0
0.8303554569768372,0.40516997462430976,4
-0.4697285368349439,-0.3998829463325337,9
-0.38300978891565746,-0.138022912201934,1
-0.29132363697496727,0.038994421448274814,6
-0.22037427748553895,-0.7001640768279317,2
-0.6995768269386098,0.19129241126592336,5
0.7511077293325997,-0.70423089820098,8
-0.1633638963246423,-0.6949748404260618,2
-0.3793290263148295,0.4629781990457366,1
-0.2149202274142491,-0.6334555976153036,2
-0.40975894474427926,-0.8365365959257682,9
0.8965862208085112,0.4202841424050217,4
-0.5789803458997904,0.4626782433899817,1
-0.09510817927881944,-0.7374643329498609,2
-0.36714243904254645,-0.8931603909647388,9
-0.6182489664303542,0.3089584608463647,1
-0.21776404316867046,-0.11208516395314799,6
-0.3814654797229989,0.46261711329097926,1
-0.1526803899715552,-0.6863085202316169,2
-0.16232598430422926,-0.15086040693064118,6
-0.6597974224726081,0.3647826714169053,1
-0.5323746842551348,0.4642202652899538,1
-0.40869301962006915,-0.8490977085438977,9
-0.6030354678589416,-0.31534245999860827,9
-0.3786647981058707,-0.750793177468927,9
-0.2289213304304566,-0.7084693112676195,2
-0.23319352906837246,-0.7052709733939009,2
0.5949518170455961,0.09056185319038358,4
-0.1462701445240183,-0.6803246262383034,2
-0.5058211723598506,-0.2675489830912816,9
0.6055211675355767,0.026561517138435842,4
-0.17384958267979372,-0.01535408485548756,6
1.2055040401624035,-0.3183070298011314,8
1.2372120916323455,-0.510308037956975,8
-0.5135523593464659,-0.4277819381544365,2
1.1132829197432346,-0.9360310840647149,0
-0.7531328097342286,0.6525523744228298,5
-0.37814788305987834,0.5289645067488499,1
-0.7718113491957184,-0.6400758121684682,3
0.8554745253896442,1.3293390025459282,7
0.8148785467869167,1.3038559536351797,7
-0.7199864049562971,0.12009607707837676,5
-0.18287023948880493,-0.6103970190693933,2
1.1336923207163159,-0.8658148772229765,0
0.8554745253896442,1.329339002545928,7
-0.7317372527904403,0.11614985073559486,5
